address,contact,description,image_url,price,title
"Darfield Way, London, W10",020 8022 6985,"Bright and spacious throughout, this lovely one bedroom fifth floor flat boasts an exceptional location.  The property comprises of a bright semi-open plan living room/kitchen, balcony, 1 large double bedroom and stylish bathroom. (contd...)",https://media.onthemarket.com/properties/9776375/1330758593/image-0-480x320.jpg,"£275,000 ",1 bedroom flat for sale
"Coronation Court, Brewster Gardens, London, W10",020 8022 6985,"This bright two bedroom apartment is set on the first floor of this tidy low rise 1950s style purpose built block, boasting from communal rear gardens and entered via security entry- hone, located in a sought after side street, with a variety local amenities. (contd...)",https://media.onthemarket.com/properties/9776376/1330758594/image-0-480x320.jpg,"£350,000 ",2 bedroom flat for sale
"Cambridge Gardens, London, W10",020 8022 6985,"A well proportioned and bright two bedroom flat, set on the first floor of a period conversion in North Kensington. The flat comprises of a large reception room, two double bedrooms and an eat in kitchen.  Offered chain free. (contd...)",https://media.onthemarket.com/properties/4336612/1330758592/image-0-480x320.jpg,"£550,000 ",2 bedroom flat for sale
"Glengarry Road, East Dulwich, London, SE22",020 8022 7080,A fantastic opportunity to purchase a larger than average three bedroom flat a stone's throw from Dulwich Village and SE22.,https://media.onthemarket.com/properties/1239223/1326813354/image-0-480x320.jpg,"£685,000 ",3 bedroom flat for sale
"Fitzneal Street, London",020 8115 2177,A simply stunning newly refurbished top floor luxury apartment in this highly sought after block and offered for sale with no onwards chain.the property benefits from a luxury fitted kitchen with appliance and a newly fitted bathroom suite.,https://media.onthemarket.com/properties/9776343/1330757976/image-0-480x320.jpg,"£375,000 ",Studio for sale
"Braybrook Street, London",020 8115 2177,"This charming three bedroom house has been redecorated throughout, The property offers through lounge with casement doors opening onto a south facing garden, fully fitted kitchen, downstairs W.C. To the first floor there are three bedroom and family bathroom. Also benefiting from wood flooring,...",https://media.onthemarket.com/properties/9776342/1330757975/image-0-480x320.jpg,"£550,000 ",3 bedroom end of terrace house for sale
"Hereford Road, Wanstead",020 8022 6604,*VIEWING DAY SATURDAY 9TH JANUARY (by appointment only)* Petty Son & Prestwich are delighted to offer for sale this STUNNING THREE BEDROOOM/TWO BATHROOM first floor apartment of 1104 sq ft located on the prestigious Counties Estate just a short stroll from Wanstead's vibrant High Street and...,https://media.onthemarket.com/properties/9776341/1330757864/image-0-480x320.jpg,"£595,000 ",3 bedroom apartment for sale
"Bedford Road, East Finchley, N2",020 3641 6335,"Set back off East Finchley High Road in this popular warden assisted retirement block and within minutes’ walk of local shops, transport facilities and amenities is this well presented one bedroom first floor apartment. The property is offered chain free and benefits from an approximately 25ft...",https://media.onthemarket.com/properties/9776331/1330757173/image-0-480x320.jpg,"£280,000 ",1 bedroom apartment for sale
"Fortis Green, East Finchley, N2",020 3641 6335,"Set back off Fortis Green and within minutes’ walk of East Finchley tube station is this well presented split level two bedroom first floor conversion. The property is offered chain free and benefits from an approximately 17ft reception room, a well presented kitchen, a security entryphone...",https://media.onthemarket.com/properties/9776330/1330757171/image-0-480x320.jpg,"£450,000 ",2 bedroom apartment for sale
"Wolmer Gardens, Edgware, HA8",020 8022 6576,"This well presented 3 bedroom  detached home offering potential to extend, situated on this very popular road on the Broadfields Estate, close to local parks, schools, Places of Worship and local shopping.",https://media.onthemarket.com/properties/9776325/1330757125/image-0-480x320.jpg,"£765,000 ",3 bedroom detached house for sale
"Parsons Crescent, Edgware, HA8",020 8022 6576,"Situated on this quiet road off WolmerGardens, within the highly sought afterBroadfields Estate we are delighted to offer this unique and vastly improved 4 bedroom, 3 bathroom detached family home. (contd...)",https://media.onthemarket.com/properties/9776324/1330757124/image-0-480x320.jpg,"£975,000 ",4 bedroom detached house for sale
"Kingston Avenue, Bedfont",020 8115 1545,"A SPACIOUS, WELL MAINTAINED SEMI DETACHED FAMILY HOME, QUIELTY SITUATED IN A POPULAR LOCATION WITH A GOOD SIZE REAR GARDEN BACKING ONTO THE DUKE OF NORTHUMBERLAND RIVER AND ONLY A SHORT DISTANCE FROM BEDFONT HIGH STREET, HATTON CROSS UNDERGROUND STATION AND FELTHAM MAINLINE TRAIN STATION.",,"£450,000 ",3 bedroom semi-detached house for sale
"Langhorne Road, Dagenham",020 8022 6727,"CLOSE TO STATION .Steps Estate Agents are delighted to bring to the market this three bedroom mid-terrace house. The property benefits from a spacious lounge, fitted kitchen. There is an extension to rear of the kitchen currently used as BEDROOM THREE, with EN-SUITE SHOWER. To the first floor...",https://media.onthemarket.com/properties/9776300/1330756416/image-0-480x320.jpg,"£350,000 ",3 bedroom terraced house for sale
"Golders Green Road, London, NW11",020 7768 0396,"Eli-G Estates are pleased to market this wonderfu two double bedroom flat in the heart of Golders Green. The flat is a share of freehold, is offered chain free & in move in condition
Check out the virtual tour",https://media.onthemarket.com/properties/9711808/1328717005/image-0-480x320.jpg,"£470,000 ",2 bedroom flat for sale
"Danvers Road, Crouch End",020 8115 1547,Tatlers are delighted to bring to the market this beautifully presented family house situated on this leafy road between Crouch End and Muswell Hill.  This charming property is filled with natural light and also retains a wealth of period features throughout. The accommodation consists of five...,https://media.onthemarket.com/properties/9776288/1330755965/image-0-480x320.jpg,"£1,500,000 ",5 bedroom terraced house for sale
"Hornsey Rise Gardens, Crouch End, London",020 8115 1547,"Situated on the ground floor of this semi-detached period residence is a bright and spacious one double bedroom conversion.  The property benefits from an open plan 16’9 x 12’10 reception room, kitchen/diner with access to the rear garden.  Conveniently situated within walking distance to both...",https://media.onthemarket.com/properties/9776287/1330755962/image-0-480x320.jpg,"£525,000 ",1 bedroom ground floor flat for sale
Romford,01708 573631,"ThisTwo Bedroom well maintained terraced property is now available. The property boasts an eye catching Kitchen/Breakdast room, Conservatory, Landscaped garden and two bedrooms.Located close to Noak Hill road and Drive. This one is a stunning Purchase.",https://media.onthemarket.com/properties/9776282/1330755857/image-0-480x320.jpg,"£335,000 ",2 bedroom terraced house for sale
"Ontario Tower, 4 Fairmont Avenue, E14",020 8033 4442,"A WELL-ARRANGED 18th floor STUDIO apartment in Ontario Tower with stunning VIEWS panning across the O2 and the RIVER THAMES. Offered with VACANT POSSESSION and CHAIN FREE. The development benefits from 24HR CONCIERGE, residents GYM, SWIMMING POOL and SPA facilities.",https://media.onthemarket.com/properties/8967862/1324033668/image-0-480x320.jpg,"£290,000 ",Studio for sale
"Duckman Tower, 3 Lincoln Plaza, London, E14",020 8033 4442,"IDEALLY LOCATED and NEW to the market is this stylish 333 Sq Ft, SOUTH-FACING studio apartment set within the SOUGH-AFTER Lincoln Plaza development located in the heart of Canary Wharf just 0.2mi from South Quay DLR with BREATH TAKING VIEWS across LONDON.",https://media.onthemarket.com/properties/9776256/1330754576/image-0-480x320.jpg,"£375,000 ",Studio for sale
"Bravington Road, Queens Park W9",020 8115 1668,* SOLE AGENT *mile... are delighted to offer on to the market this elegant and stylish two bedroom flat set on the first floor of this Victorian conversion.,https://media.onthemarket.com/properties/9532712/1324031712/image-0-480x320.jpg,"£485,000 ",2 bedroom apartment for sale
"Bridgepoint Lofts, 6 Shaftesbury Road, Forest Gate, London, E7",020 8022 6695,Situated on the top floor of this converted Trebor Sweets Factory is this exceptional two bedroom live/work unit offering versatile accommodation throughout via sliding doors. (contd...),https://media.onthemarket.com/properties/9776245/1330754144/image-0-480x320.jpg,"£435,000 ",2 bedroom flat for sale
"Preston Road,HA3 0QP",020 8033 5596,A newly decorated 2 bedroom flat conveniently  located within 300 metres of Preston Road Metropolitan Line Station.Features include open plan living area incorporating lounge and fitted kitchen.,https://media.onthemarket.com/properties/9776219/1330888315/image-0-480x320.jpg,"£340,000 ",2 bedroom flat for sale
"Lancaster Court, 36-38 Newman Street, Fitzrovia, London, W1T",020 8022 7223,One-bedroom apartment located in the heart of Fitzrovia with a charming aspect over to Charlotte Street. The property benefits from a residents' roof terrace and a share of the freehold. (contd...),https://media.onthemarket.com/properties/9776175/1330752218/image-0-480x320.jpg,"£750,000 ",1 bedroom apartment for sale
"Shoot Up Hill, Kilburn, NW2",020 8022 6912,"The seller loves Turkish, Persian, Italian and Ethiopian restaurants all of which do good food walking distance away on Cricklewood Broadway.Exclusive to Paramount is a bright West facing two double bedroom, two bathroom first floor (with lift) apartment over 800 Sq. Ft. set within this well...",https://media.onthemarket.com/properties/9483217/1323180320/image-0-480x320.jpg,"£475,000 ",2 bedroom flat for sale
"Leathwaite Road, London, SW11",020 8022 3324,"This attractive five bedroom Victorian house offers in excess of 1,850 square feet of accommodation. The property boasts excellent proportions in all the principal rooms with high ceiling and a fantastic feeling of light and space throughout.",https://media.onthemarket.com/properties/9776156/1330751325/image-0-480x320.jpg,"£1,450,000 ",5 bedroom terraced house for sale
